date,event,city,state,category
2019-08-25,FESTA DO PRODUTOR RURAL E TRATORADA,Cachoeira de Minas,MG,Gastronômico
2019-08-25,FAIDEC DORES DE CAMPOS,Dores de Campos,MG,Rural
2019-08-25,Exponor,Teófilo Otoni,MG,Comercial ou Promocional
2019-08-25,EXPO AGRO MADRE DE DEUS DE MINAS,Madre de Deus de Minas,MG,Gastronômico
2019-08-25,ENCONTRO DE BANDAS,Cristiano Otoni,MG,Artístico/Cultural/Folclórico
2019-08-25,CÍRIO DE NOSSA SENHORA DE NAZARÉ,Nova Timboteua,PA,Religioso
2019-08-25,ARGIRITA SABOR,Argirita,MG,Artístico/Cultural/Folclórico
2019-08-25,3 FESTIVAL DE MÚSICA E GASTRONOMIA,Arapuá,MG,Artístico/Cultural/Folclórico
2019-08-25,18 ENCONTRO REGIONAL DE FOLCLORE,Governador Valadares,MG,Artístico/Cultural/Folclórico
2019-08-25,13º FESTIVAL DO LEITÃO NO ROLETE – LEITÃO FEST,Ponta Grossa,PR,Social/Cívico/Histórico
2019-08-25,11 EDIÇÃO EXPOCASÓRIO,Belo Horizonte,MG,Outro
2019-08-25,10ª Caminhada da Vila Itoupava,Blumenau,SC,Outro
2019-08-25,"16 ENAF BH – CONGRESSO E FEIRA DE SPORT, FITNESS E NUTRIÇÃO",Belo Horizonte,MG,Outro
2019-08-24,SEMANA DO FOLCLORE,Simão Pereira,MG,Artístico/Cultural/Folclórico
2019-08-24,FESTIVAL FOLCLÓRICO DE AVEIRO / ANIVERSÁRIO DO MUNICÍPIO E FEIRA DO...,Aveiro,PA,Artístico/Cultural/Folclórico
2019-08-24,FESTIVAL DO DOCE DE LEITE,Pompéu,MG,Gastronômico
2019-08-24,3 DESPERTAR,Martins Soares,MG,Religioso
2019-08-24,2º Festival de Cinema de Santa Teresa,Santa Teresa,ES,Artístico/Cultural/Folclórico
2019-08-23,SARAU  LITERÁRIO,Curralinho,PA,Artístico/Cultural/Folclórico
2019-08-23,Fenasucro e Agrocana,Sertãozinho,SP,Comercial ou Promocional
2019-08-23,ENCONTRO DE BANDAS CIVIS,Além Paraíba,MG,Social/Cívico/Histórico
2019-08-22,SEMANA DE ARTE,Abaetetuba,PA,Artístico/Cultural/Folclórico
2019-08-22,FESTIVAL FOLCLORE,Colares,PA,Artístico/Cultural/Folclórico
2019-08-22,44° SEMANA DE PORTINARI,Brodowski,SP,Artístico/Cultural/Folclórico
2019-08-21,FESTIVAL DE CULTURA,Taiobeiras,MG,Artístico/Cultural/Folclórico
2019-08-20,ANIVERSÁRIO DO FAROL,Salinópolis,PA,Social/Cívico/Histórico
2019-08-19,REINADO DE NOSSA SENHORA DO ROSÁRIO,Cláudio,MG,Religioso
2019-08-19,REGATA,Marapanim,PA,Esportivo
2019-08-19,EXPONOR - MOSTRA EMPRESARIAL DO NORDESTE MINEIRO,Teófilo Otoni,MG,Comercial ou Promocional
2019-08-19,CÍRIO DE NOSSA DE NAZARÉ  EM TRACUATEUA,Tracuateua,PA,Religioso
2019-08-19,Aniversário de Vianópolis,Vianópolis,GO,Social/Cívico/Histórico
2019-08-19,"FESTA DE NOSSA SENHORA DO ROSÁRIO, SÃO BENEDITO E SANTA EFIGÊNIA",Estrela do Indaiá,MG,Religioso
2019-08-19,"BAR, BOTECO & CIA",Ponte Nova,MG,Gastronômico
2019-08-18,XIII Festival da Lagosta,Icapuí,CE,Gastronômico
2019-08-18,VII Festança no Parque – A Festa da Solidariedade,Sertãozinho,SP,Outro
2019-08-18,TRILHÃO DAS CACHOEIRAS,Joaquim Felício,MG,Esportivo
2019-08-18,Rota Cultural Caminhos do frio,Remígio,PB,Artístico/Cultural/Folclórico
2019-08-18,Rodeio Show Aniversário de Vianópolis,Vianópolis,GO,Social/Cívico/Histórico
2019-08-18,Mostra de Dança Cidade de Novo Hamburgo/ Dançando,Novo Hamburgo,RS,Artístico/Cultural/Folclórico
2019-08-18,MOUNTAIN BIKE,Congonhas,MG,Esportivo
2019-08-18,MARATONA E MEIA MARATONA DAS GERAIS,Belo Horizonte,MG,Esportivo
2019-08-18,JUBILEU 75 ANOS - FESTA DA FUNDAÇÃO DA PARÓQUIA,Arapiraca,AL,Religioso
2019-08-18,Festança no Parque,Sertãozinho,SP,Outro
2019-08-18,FESTIVIDADE DE CONGADO DE SÃO JOSÉ,Brumadinho,MG,Religioso
2019-08-18,FESTIVAL DO AÇAÍ,Irituia,PA,Gastronômico
2019-08-18,FESTIVAL DE CULTURA E CULINÁRIA TÍPICA DE SANTO ANTÔNIO DO SALTO,Ouro Preto,MG,Artístico/Cultural/Folclórico
2019-08-18,FESTA DO BODE,Mossoró,RN,Rural
2019-08-18,FESTA DE NOSSA SENHORA DA GLÓRIA,Simão Pereira,MG,Religioso
2019-08-18,FESTA DE NOSSA SENHORA DA GLÓRIA,Mar de Espanha,MG,Religioso
2019-08-18,FEIRA MINEIRA DE MÓVEIS E DECORAÇÃO,Belo Horizonte,MG,Outro
2019-08-18,Expoclassic - Exposição de Veículos Antigos - 17ª Edição,Novo Hamburgo,RS,Comercial ou Promocional
2019-08-18,CÍRIO FLUVIAL NOTURNO DE SANTO ANTÔNIO,Oriximiná,PA,Religioso
2019-08-18,CÍRIO DE SANTA ROSA DE LIMA,Benevides,PA,Religioso
2019-08-18,CÍRIO DE NOSSA SENHORA DAS VITÓRIAS,Marapanim,PA,Religioso
2019-08-18,CÍRIO DE N. SENHORA DA BOA VIAGEM,Irituia,PA,Religioso
2019-08-18,CÍRIO DA COMUNIDADE DE CAJU - UNA,Soure,PA,Religioso
2019-08-18,Castelo Rural,Castelo,ES,Rural
2019-08-18,COFFEE MUSIC,São Lourenço,MG,Gastronômico
2019-08-18,BALAIO DE ARTE E CULTURA,Patos de Minas,MG,Artístico/Cultural/Folclórico
2019-08-18,53ª AGROPEC – FEIRA AGROPECUÁRIA DE PARAGOMINAS 2019,Paragominas,PA,Comercial ou Promocional
2019-08-18,52ª EXPOAQUI,Aquidauana,MS,Comercial ou Promocional
2019-08-18,3° ENCONTRO DE CLÁSSICOS E ANTIGOS DE BRODOWSKI - SP,Brodowski,SP,Artístico/Cultural/Folclórico
2019-08-18,3ª Festa Nacional do Baru,Arinos,MG,Gastronômico
2019-08-18,35° Romaria Diocesana,Jales,SP,Religioso
2019-08-18,3 FENABARU,Arinos,MG,Artístico/Cultural/Folclórico
2019-08-18,15° PIAZZA DELLA NONNA,Brodowski,SP,Gastronômico
2019-08-18,"XXXVII Festival da Cachaça, Cultura e Sabores de Paraty",Parati,RJ,Artístico/Cultural/Folclórico
2019-08-18,"9º AGROPONTE - AGRONEGÓCIOS E AGRICULTURA FAMILIAR, 7º FEIRA EXPO...",Criciúma,SC,Outro
2019-08-17,TRILHÃO DOS ALOPRADOS,Açucena,MG,Esportivo
2019-08-17,RODA DE VIOLA - SOB AS BÊNÇÃOS DA LUA CHEIA - EDIÇÃO AGOSTO,Itabira,MG,Religioso
2019-08-17,Mirancopa,Miranda,MS,Esportivo
2019-08-17,IPATINGA LIVE JAZZ,Ipatinga,MG,Artístico/Cultural/Folclórico
2019-08-17,IPATINGA GOURMET - FESTIVAL GASTRONÔMICO,Ipatinga,MG,Gastronômico
2019-08-17,III SEMANA RAINBOW DA UFJF,Juiz de Fora,MG,Artístico/Cultural/Folclórico
2019-08-17,III FESTA DO INHAME,Piedade dos Gerais,MG,Gastronômico
2019-08-17,Festa da Boa Morte de Cachoeira 2019,Cachoeira,BA,Religioso
2019-08-17,FEIRA NACIONAL DO AMENDOIM,Jaboticabal,SP,Científico ou Técnico
2019-08-17,ENCONTRO PERCUSSIVO INTERNACIONAL E.P.I.,Lençóis,BA,Artístico/Cultural/Folclórico
2019-08-17,Corrida do Círio,Marapanim,PA,Esportivo
2019-08-17,CIRCUITO DE FESTAS JUNINAS,Novorizonte,MG,Junino
2019-08-17,49 FESTIVAL NACIONAL DA CANÇÃO - FENAC,Três Pontas,MG,Artístico/Cultural/Folclórico
2019-08-17,47º FESTIVAL FOLCLÓRICO DO BALÃO VERMELHO,Aveiro,PA,Artístico/Cultural/Folclórico
2019-08-17,38 MISS BRASIL GAY,Juiz de Fora,MG,Artístico/Cultural/Folclórico
2019-08-17,"8 SIMPÓSIO NACIONAL DE CIÊNCIA, TECNOLOGIA E SOCIEDADE",Belo Horizonte,MG,Outro
2019-08-16,JOGOS ESCOLARES DE POTÉ,Poté,MG,Esportivo
2019-08-16,Festa Da Rapadura,Jaraguari,MS,Artístico/Cultural/Folclórico
2019-08-16,FESTA EM LOUVOR A SÃO SEBASTIÃO E SÃO ROQUE,Bom Repouso,MG,Religioso
2019-08-16,FESTA DE AGOSTO,Virgem da Lapa,MG,Outro
2019-08-16,FESTA DE AGOSTO DE BOTUMIRIM,Botumirim,MG,Religioso
2019-08-15,Romaria de Nossa Senhora das Dores,Juazeiro do Norte,CE,Religioso
2019-08-15,ROMARIA DE NOSSA SENHORA DA ABADIA,Presidente Olegário,MG,Religioso
2019-08-15,JUBILEU DE NOSSA SENHORA DA SAÚDE,Dom Silvério,MG,Religioso
2019-08-15,Festividade de Nossa Senhora D’Assunção,Oeiras do Pará,PA,Religioso
2019-08-15,Festa de Nossa Senhora dos Milagres  Ceará,Milagres,CE,Religioso
2019-08-15,Festa de Agosto - 488 anos de Cananeia,Cananéia,SP,Artístico/Cultural/Folclórico
2019-08-15,Festa da Padroeira Nossa Senhora da Abadia,Sidrolândia,MS,Religioso
2019-08-15,FESTA NOSSA SENHORA DOS REMÉDIOS,Gonçalves,MG,Religioso
2019-08-15,FESTA NOSSA SENHORA DO BOM SUCESSO,Caeté,MG,Religioso
2019-08-15,FESTA DE NOSSA SENHORA PENHA DE NACIP RAYDAN,Nacip Raydan,MG,Religioso
2019-08-15,FESTA DE NOSSA SENHORA DO PILAR,Nova Lima,MG,Religioso
2019-08-15,FESTA DE NOSSA SENHORA DA GLÓRIA 2019,Espera Feliz,MG,Religioso
2019-08-15,Aquidauana 127 anos,Aquidauana,MS,Social/Cívico/Histórico
2019-08-15,470 anos de fé e devoção à N. S. d’Ajuda,Porto Seguro,BA,Religioso
2019-08-15,46 FESTA DE NOSSA SENHORA DE ABADIA,Carbonita,MG,Religioso
2019-08-14,"FÓRUM DE TURISMO ""MOBILIZAÇÃO E CONCIENTIZAÇÃO SOBRE A IMPORTÂNC...",Brodowski,SP,Científico ou Técnico
2019-08-13,FESTA DA MANDIOCA,Taiobeiras,MG,Gastronômico
2019-08-12,FESTIVAL DE INVERNO DE PONTE NOVA,Ponte Nova,MG,Gastronômico
2019-08-11,XVII Incanto Trentino,Nova Trento,SC,Artístico/Cultural/Folclórico
2019-08-11,XIX Festa do Vinho,Urussanga,SC,Gastronômico
2019-08-11,XII SEMANA DA CULTURA JAPONESA DE LINS,Lins,SP,Artístico/Cultural/Folclórico
2019-08-11,QUEIMA DO ALHO,Leandro Ferreira,MG,Gastronômico
2019-08-11,PROJETO VERÃO EM MARABÁ,Marabá,PA,Esportivo
2019-08-11,I CICLO TURISTICO DE PONTE NOVA,Ponte Nova,MG,Esportivo
2019-08-11,Galo Bier Fest - A Festa da Cerveja Artesanal,Cantagalo,RJ,Gastronômico
2019-08-11,Festival do Marisco,Ilha Grande,PI,Gastronômico
2019-08-11,Festa do Vinho e da Uva / Santa Teresa,Santa Teresa,ES,Gastronômico
2019-08-11,FESTA DO LAR SÃO VICENTE DE PAULO,Monte Santo de Minas,MG,Religioso
2019-08-11,FESTA DE NOSSA SENHORA DO ROSÁRIO,Itaguara,MG,Religioso
2019-08-11,FESTA DE NOSSA SENHORA APARECIDA - BAIRRO DO CENTRO,Piranguçu,MG,Comercial ou Promocional
2019-08-11,FESTA DE AGOSTO,Franciscópolis,MG,Outro
2019-08-11,ENCONTRO DE VOO LIVRE DE RAUL SOARES,Raul Soares,MG,Esportivo
2019-08-11,Dia dos Pais,Canela,RS,Social/Cívico/Histórico
2019-08-11,Del Vino - Praia do  Rosa,Imbituba,SC,Gastronômico
2019-08-11,Círio de São Caetano da Divina Providência,São Caetano de Odivelas,PA,Religioso
2019-08-11,CIPÓ CULTURAL,Santana do Riacho,MG,Artístico/Cultural/Folclórico
2019-08-11,AGROFEST VARGEM GRANDE PAULISTA 2019,Vargem Grande Paulista,SP,Artístico/Cultural/Folclórico
2019-08-11,57 ANIVERSÁRIO DA CIDADE DE CAPUTIRA,Caputira,MG,Social/Cívico/Histórico
2019-08-11,55 Festival do Folclore de Olímpia,Olímpia,SP,Artístico/Cultural/Folclórico
2019-08-11,55 FESTIVAL DO FOLCLORE DE OLÍMPIA,Olímpia,SP,Artístico/Cultural/Folclórico
2019-08-11,11º FESTIVAL DE MÚSICA DE PONTA GROSSA,Ponta Grossa,PR,Artístico/Cultural/Folclórico
2019-08-11,10º Festival Gastronômico de Macaé,Macaé,RJ,Gastronômico
2019-08-11,"43ª EXPOSIÇÃO AGROPECUARIA, INDUSTRIAL e COMERCIAL DE LINS E REGIÃ...",Lins,SP,Rural
2019-08-10,VII Festival de Inverno de Mar Vermelho,Mar Vermelho,AL,Artístico/Cultural/Folclórico
2019-08-10,SABORES DO MEMORIAL COTOCHÉS,Abre Campo,MG,Gastronômico
2019-08-10,MARCHA PARA JESUS,Nanuque,MG,Artístico/Cultural/Folclórico
2019-08-10,FESTIVAL DO LEITÃO FRANGO E VINHO,Santa Tereza,RS,Gastronômico
2019-08-10,FESTIVAL DA CACHAÇA,Brumadinho,MG,Gastronômico
2019-08-10,FESTA DOS ESTADOS,Juatuba,MG,Artístico/Cultural/Folclórico
2019-08-10,FESTA DO SENHOR BOM JESUS,Lagoa dos Patos,MG,Religioso
2019-08-10,FESTA DA PAZ,Itabirinha,MG,Artístico/Cultural/Folclórico
2019-08-10,FENAC - FESTIVAL NACIONAL DA CANÇÃO,Coqueiral,MG,Artístico/Cultural/Folclórico
2019-08-10,CULTURA A GOSTO,Pains,MG,Gastronômico
2019-08-10,37 FESTA DO MILHO,Ibirité,MG,Gastronômico
2019-08-10,13ª agropec,Careiro,AM,Rural
2019-08-09,IV SEminário de Agroecologia e Agricultura Orgânica do território N...,Jales,SP,Científico ou Técnico
2019-08-09,BUTECART,Carlos Chagas,MG,Artístico/Cultural/Folclórico
2019-08-08,FESTIVAL DE INVERNO,Ponte Nova,MG,Artístico/Cultural/Folclórico
2019-08-06,NOVENA EM LOUVOR AO PADROEIRO SENHOR DO BONFIM,Bonfinópolis de Minas,MG,Religioso
2019-08-06,FESTA DO POLVILHO,Conceição dos Ouros,MG,Artístico/Cultural/Folclórico
2019-08-06,FESTA DO NOSSO SENHOR BOM JESUS,Turmalina,MG,Religioso
2019-08-06,85º  FESTA DO SENHOR BOM JESUS DA CANA VERDE,Siqueira Campos,PR,Religioso
2019-08-06,147 FESTA EM LOUVOR AO BOM JESUS,Córrego do Bom Jesus,MG,Religioso
2019-08-05,FESTA NOSSA SENHORA DO BOM SUCESSO E SÃO BENEDITO,Gonçalves,MG,Religioso
2019-08-05,A festa do padroeiro de Pirapora do Bom Jesus,Pirapora do Bom Jesus,SP,Religioso
2019-08-04,XXIII Exposição Agropecuária e Comercial de Tucuruí - EXPOTUC 2019,Tucuruí,PA,Comercial ou Promocional
2019-08-04,XXIII CAVALGADA DO MORRO DÁGUA QUENTE,Catas Altas,MG,Rural
2019-08-04,XVII Festival de Inverno de Cerro Corá,Cerro Corá,RN,Artístico/Cultural/Folclórico
2019-08-04,XII Poços Classic Car,Poços de Caldas,MG,Outro
2019-08-04,Veraneio 2019,Palestina do Pará,PA,Artístico/Cultural/Folclórico
2019-08-04,VIJAZZ NO FESTIVAL DE INVERNO,Ponte Nova,MG,Artístico/Cultural/Folclórico
2019-08-04,VERANEIO DA PRAIA DO MACACO 71º EDIÇÃO,Itupiranga,PA,Outro
2019-08-04,Sabores de Santa Catarina,Blumenau,SC,Gastronômico
2019-08-04,PROJETO PRATO DA CASA,Divinópolis,MG,Artístico/Cultural/Folclórico
2019-08-04,Forró de Lassance 2019,Lassance,MG,Artístico/Cultural/Folclórico
2019-08-04,Festival do Queijo e Vinho,Mandaguari,PR,Gastronômico
2019-08-04,Festival de Cultura e Gastronomia de Linhares,Linhares,ES,Gastronômico
2019-08-04,Festejo do Padroeiro,Bom Jesus do Tocantins,PA,Religioso
2019-08-04,FEXPO - FEIRA DA COMUNIDADE E EXPOSIÇÃO AGROPECUÁRIA,Além Paraíba,MG,Artístico/Cultural/Folclórico
2019-08-04,FESTIVIDADE DE CONGADO DE MARINHOS,Brumadinho,MG,Religioso
2019-08-04,FESTIVAL GASTRONÔMICO SONS E SABORES,Nova União,MG,Gastronômico
2019-08-04,FESTIVAL DO ACARÍ,Óbidos,PA,Gastronômico
2019-08-04,FESTIVAL DE GUISADO,Caeté,MG,Gastronômico
2019-08-04,FESTIVAL DE CULTURA E ARTE POTIGUAR (FESTCARP),Serra de São Bento,RN,Artístico/Cultural/Folclórico
2019-08-04,FESTA DO CATASALTENSE,Catas Altas da Noruega,MG,Artístico/Cultural/Folclórico
2019-08-04,EXPÔ CAJURU,Carmo do Cajuru,MG,Outro
2019-08-04,EXPO MATIPÓ,Matipó,MG,Outro
2019-08-04,CÍRIO DE NAZARÉ  EM SÃO JOÃO DO ARAGUAIA,São João do Araguaia,PA,Religioso
2019-08-04,ANIVERSARIO DA CIDADE DE SÃO CAETANO DE ODIVELAS,São Caetano de Odivelas,PA,Artístico/Cultural/Folclórico
2019-08-04,9º Festival de Inverno Serra de São Bento RN,Serra de São Bento,RN,Artístico/Cultural/Folclórico
2019-08-04,67º FESTA DE SÃO CRISTÓVÃO,Ponta Grossa,PR,Religioso
2019-08-04,5 º EPEL- ENCONTRO DE PESCADORES ESPORTIVOS DO LAGO,Goianésia do Pará,PA,Esportivo
2019-08-04,5 CAVALGADA DE SOBRÁLIA,Sobrália,MG,Rural
2019-08-04,47° Festival Internacional de Folclore,Nova Petrópolis,RS,Artístico/Cultural/Folclórico
2019-08-04,3° arrancadão de Canoas Artesanais,Balneário Camboriú,SC,Artístico/Cultural/Folclórico
2019-08-04,32ª Festa do Morango,Domingos Martins,ES,Social/Cívico/Histórico
2019-08-04,32ª Festa do Morango,Domingos Martins,ES,Artístico/Cultural/Folclórico
2019-08-04,26ª Festa Colonial de Canela,Canela,RS,Artístico/Cultural/Folclórico
2019-08-04,13º Festival do Chocolate,Ribeirão Pires,SP,Gastronômico
2019-08-03,XXIX Noite Ucraniana,Prudentópolis,PR,Artístico/Cultural/Folclórico
2019-08-03,VI ENCONTRO DE COMITIVAS - QUEIMA DO ALHO DO CAMPESTRE,Itabirito,MG,Artístico/Cultural/Folclórico
2019-08-03,QUEIMA DO ALHO,Carmo do Cajuru,MG,Gastronômico
2019-08-03,JUBILEU DE DIAMANTE DA PARÓQUIA DE SÃO SEBASTIÃO,Itabirito,MG,Religioso
2019-08-03,FESTIVAL DA CANÇÃO DE ARCOS,Arcos,MG,Artístico/Cultural/Folclórico
2019-08-03,FEIRA DO AGRICULTOR,Benevides,PA,Comercial ou Promocional
2019-08-03,FEIRA DE QUECA E LAMPARINA,Nova Lima,MG,Gastronômico
2019-08-03,CAJU LUAL,São João do Araguaia,PA,Artístico/Cultural/Folclórico
2019-08-03,32º Torneio de Férias de Oeiras do Pará,Oeiras do Pará,PA,Esportivo
2019-08-03,23° Feira AVIRRP -  Associação das Agências de Viagem de Ribeirão...,Ribeirão Preto,SP,Comercial ou Promocional
2019-08-03,14ª Festa da Sopa Paraguaia,Aquidauana,MS,Artístico/Cultural/Folclórico
2019-08-02,FESTA DE NOSSA SENHORA RAINHA DOS ANJOS DE ANGELÂNDIA,Angelândia,MG,Religioso
2019-08-02,FESTA DA PADROEIRA DE ITAMBACURI-MG,Itambacuri,MG,Religioso
2019-08-01,PROGRAMAÇÃO DE VERÃO,Curralinho,PA,Artístico/Cultural/Folclórico
2019-08-01,Congresso da Aviação Agrícola do Brasil,Sertãozinho,SP,Científico ou Técnico
2019-08-01,1° VERANEIO DA PRAIA DE RIO MARIA,Rio Maria,PA,Comercial ou Promocional
2019-07-31,“O POVO VAI A PRAÇA”,São Francisco do Pará,PA,Artístico/Cultural/Folclórico
2019-07-31,VERÃO ODIVELAS,São Caetano de Odivelas,PA,Outro
2019-07-31,VERÃO LEGAL 2019,Tucuruí,PA,Artístico/Cultural/Folclórico
2019-07-31,TOUR GASTRONÔMICO/INVERNO NAS MONTANHAS,Bueno Brandão,MG,Gastronômico
2019-07-31,MODERNO JARDIM BRASILEIRO,Belo Horizonte,MG,Artístico/Cultural/Folclórico
2019-07-31,FÉRIAS NO MUSEU,Brodowski,SP,Artístico/Cultural/Folclórico
2019-07-31,Festival de Inverno,Bragança Paulista,SP,Artístico/Cultural/Folclórico
2019-07-31,Festa Junina da Escola Municipal Paulo VI,Vianópolis,GO,Junino
2019-07-31,FESTIVIDADE DE STº INÁCIO DE LOYOLA,São Francisco do Pará,PA,Religioso
2019-07-31,FESTIVAL DE VERÃO- TRACUASOL  2019,Tracuateua,PA,Esportivo
2019-07-31,AJURUSOL,Bragança,PA,Outro
2019-07-31,AGRO FEST MILHO,Ulianópolis,PA,Outro
2019-07-30,VERANEJO 2ª EDIÇÃO,São Félix do Xingu,PA,Outro
2019-07-30,SAL VERÃO,Salinópolis,PA,Outro
2019-07-30,Regata de Algodoal,Maracanã,PA,Esportivo
2019-07-30,Encontro Espírita de Inverno,Poços de Caldas,MG,Religioso
2019-07-30,(35º) 2019 / FESTIVAL DO MINGAU,Nova Timboteua,PA,Artístico/Cultural/Folclórico
2019-07-29,Veraneio,São Miguel do Guamá,PA,Outro
2019-07-29,MOTO CROSS TRIBAL,Juruti,PA,Esportivo
2019-07-29,Festa de Aniversário da Cidade de Macaé,Macaé,RJ,Outro
2019-07-29,FESTA DE SÃO PEDRO,Catuti,MG,Religioso
2019-07-29,FESTA DE SÃO CRISTÓVÃO,Ijaci,MG,Religioso
2019-07-29,FESTA DE NOSSA SENHORA DO ROSÁRIO DO HOMENS PRETOS DE SUCURÍÚ,Francisco Badaró,MG,Religioso
2019-07-29,Encontro Kolirius Internacional de Graffiti,Macaé,RJ,Outro
2019-07-29,EXPO SÃO GONÇALO DO ABAETÉ,São Gonçalo do Abaeté,MG,Outro
2019-07-29,CHURRASCÃO,Martinho Campos,MG,Gastronômico
2019-07-29,ANIVERSÁRIO DE PARANAGUÁ – 371 ANOS / FEIRA DAS NAÇÕES,Paranaguá,PR,Artístico/Cultural/Folclórico
2019-07-28,XXXVI FESTIVAL DO CAMARÃO,Afuá,PA,Artístico/Cultural/Folclórico
2019-07-28,XXI FESTIVAL DO LEITE,Sobrália,MG,Artístico/Cultural/Folclórico
2019-07-28,XVIII FESTIVAL DA CANÇÃO EM MARABÁ - FECAM 2019,Marabá,PA,Artístico/Cultural/Folclórico
2019-07-28,Sertão Cangaço,Piranhas,AL,Científico ou Técnico
2019-07-28,SOL DE VERÃO SÓ EM SÃO JOÃO,São João do Araguaia,PA,Artístico/Cultural/Folclórico
2019-07-28,Rock Rio Pardo,Santa Cruz do Rio Pardo,SP,Artístico/Cultural/Folclórico
2019-07-28,MARAPANIM VERÃO,Marapanim,PA,Artístico/Cultural/Folclórico
2019-07-28,JACURIENSE AUSENTE,São José do Jacuri,MG,Gastronômico
2019-07-28,FestiQueijo,Carlos Barbosa,RS,Gastronômico
2019-07-28,Festa do Bom Sucesso,Balneário Camboriú,SC,Artístico/Cultural/Folclórico
2019-07-28,FESTIVAL GASTRONÔMICO E ENCONTRO DE MOTOCICLISTAS DE RIO CASCA,Rio Casca,MG,Comercial ou Promocional
2019-07-28,FESTIVAL DE VERÃO,Primavera,PA,Artístico/Cultural/Folclórico
2019-07-28,FESTIVAL DE VERÃO,Cachoeira do Arari,PA,Artístico/Cultural/Folclórico
2019-07-28,FESTIVAL DE VERÃO,Baião,PA,Artístico/Cultural/Folclórico
2019-07-28,FESTIVAL DE MÚSICA DE CRUZÍLIA,Cruzília,MG,Artístico/Cultural/Folclórico
2019-07-28,FESTIVAL DE INVERNO DE OURO PRETO E MARIANA,Ouro Preto,MG,Artístico/Cultural/Folclórico
2019-07-28,FESTIVAL DAS TRIBOS DE JURUTI,Juruti,PA,Artístico/Cultural/Folclórico
2019-07-28,FESTA DO PADROEIRO DE SÃO GONÇALO DO BAÇÃO,Itabirito,MG,Religioso
2019-07-28,FESTA DO DIVINO ESPIRITO SANTO - VEREDINHA,Veredinha,MG,Religioso
2019-07-28,FESTA DA COLHEITA,Entre Rios de Minas,MG,Outro
2019-07-28,FESTA DA CIDADE,Jequeri,MG,Social/Cívico/Histórico
2019-07-28,FEACC,Carlos Chagas,MG,Gastronômico
2019-07-28,Encontro de Motociclistas,Vianópolis,GO,Esportivo
2019-07-28,Cãominhada - 27ª Edição,Blumenau,SC,Outro
2019-07-28,Copa Free Force de Mountain Bike - Nova Trento - SC,Nova Trento,SC,Esportivo
2019-07-28,Circuito Verão: Maracanã 2019,Maracanã,PA,Artístico/Cultural/Folclórico
2019-07-28,CAVALGADA DO CLUBE DO CAVALO,São José do Jacuri,MG,Rural
2019-07-28,BEJA VERÃO,Abaetetuba,PA,Artístico/Cultural/Folclórico
2019-07-28,ARRAIÁ DA LAPINHA,Santana do Riacho,MG,Artístico/Cultural/Folclórico
2019-07-28,5ª ROMARIA AQUÁTICA NÁUTICA,Lins,SP,Religioso
2019-07-28,59 FESTA DO GUIDOVALENSE,Guidoval,MG,Social/Cívico/Histórico
2019-07-28,41 EXPOSIÇÃO AGROPECUÁRIA  DE SANTOS DUMONT,Santos Dumont,MG,Comercial ou Promocional
2019-07-28,36ª EDIÇÃO DO FESTIVAL DE VERÃO,Soure,PA,Artístico/Cultural/Folclórico
2019-07-28,35 SEMANA DO FAZENDEIRO,Buenópolis,MG,Artístico/Cultural/Folclórico
2019-07-28,30ª Festa do Colono de Lomba grande,Novo Hamburgo,RS,Artístico/Cultural/Folclórico
2019-07-28,14º FESTIVAL PORTEL VERÃO,Portel,PA,Artístico/Cultural/Folclórico
2019-07-28,10° Balneário Saboroso,Balneário Camboriú,SC,Gastronômico
2019-07-28,10 CAVALGADA DE FRUTA DE LEITE,Fruta de Leite,MG,Artístico/Cultural/Folclórico
2019-07-28,"FESTIVAL DE ARTE, CULTURA E AVENTURA - ECO INVERNO CATAS ALTAS",Catas Altas,MG,Outro
2019-07-28,"EXPOSIÇÃO AGROPECUÁRIA, CONCURSO LEITEIRO E FEIRA AGROINDUSTRIAL",Mar de Espanha,MG,Rural
2019-07-27,Noite Pantaneira,Miranda,MS,Gastronômico
2019-07-27,Festa do Motorista e encontros de Caminhoneiros,Jales,SP,Religioso
2019-07-27,FESTIVAL ÓPERA DA SERRA DA CAPIVARA,São Raimundo Nonato,PI,Artístico/Cultural/Folclórico
2019-07-27,FESTIVAL VERÃO 40º,Irituia,PA,Outro
2019-07-27,FESTIVAL DA MEXERICA,Brumadinho,MG,Gastronômico
2019-07-27,FESTA DO CARRO DE BOI,Itumirim,MG,Artístico/Cultural/Folclórico
2019-07-27,FESTA DE SÃO CRISTÓVÃO,Carmo do Cajuru,MG,Religioso
2019-07-27,FESTA DE SANTANA,Santana do Paraíso,MG,Artístico/Cultural/Folclórico
2019-07-27,FESTA DA BANANA - FESTIVAL DAS MONTANHAS,Itambé do Mato Dentro,MG,Gastronômico
2019-07-27,FESCAMPE - FESTIVAL DE CANÇÃO POPULAR DE EXTREMA,Extrema,MG,Artístico/Cultural/Folclórico
2019-07-27,FEIRA DO PRODUTOR RURAL,Cachoeira do Arari,PA,Comercial ou Promocional
2019-07-27,EXPO CRISTINA,Cristina,MG,Gastronômico
2019-07-27,CASADOS E SOLTEIROS,Cristina,MG,Esportivo
2019-07-27,BRUTIQUIM,Brumadinho,MG,Gastronômico
